Date,Max Air Temp,Min Air Temp,Avg Air Temp,Precipitation,Avg Wind Speed,Avg Wind Direction,Max Solar Radiation,Stations,Year,Month,Week
4/21/1997,18.7,10.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,4,17
4/22/1997,22.6,10.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,4,17
4/23/1997,16.2,17.5,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,4,17
4/24/1997,18.7,11.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,4,17
4/25/1997,16.6,10.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,4,17
4/26/1997,20.1,9.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,4,17
4/27/1997,20.6,13.2,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,4,18
4/28/1997,20.6,13.2,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,4,18
4/29/1997,20.6,13.2,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,4,18
4/30/1997,20.1,12.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,4,18
5/1/1997,20.6,13.2,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,18
5/2/1997,22.6,15.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,18
5/3/1997,20.1,17.5,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,18
5/4/1997,23.1,13.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,19
5/5/1997,23.1,8.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,19
5/6/1997,19.7,10.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,19
5/7/1997,21.1,10.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,19
5/8/1997,23.6,12.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,19
5/9/1997,22.6,13.2,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,19
5/10/1997,22.6,11.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,19
5/11/1997,19.1,10.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,20
5/12/1997,19.1,10.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,20
5/13/1997,22.6,17,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,20
5/14/1997,21.6,12.2,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,20
5/15/1997,21.1,19.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,20
5/16/1997,23.6,15.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,20
5/17/1997,19.1,11.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,20
5/18/1997,23.6,18.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,21
5/19/1997,25.5,20.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,21
5/20/1997,24.6,21.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,21
5/21/1997,26.5,19,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,21
5/22/1997,21.1,13.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,21
5/23/1997,21.1,12.2,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,21
5/24/1997,24.1,15.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,21
5/25/1997,24.1,14.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,22
5/26/1997,23.1,22.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,22
5/27/1997,24.6,17.5,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,22
5/28/1997,24.6,14.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,22
5/29/1997,24.6,14.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,22
5/30/1997,22.1,18.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,22
5/31/1997,24.1,20.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,5,22
6/1/1997,24.1,22.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,23
6/2/1997,24.1,21.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,23
6/3/1997,22.6,17.5,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,23
6/4/1997,24.6,16.6,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,23
6/5/1997,20.1,14.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,23
6/6/1997,20.6,14.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,23
6/7/1997,NA,14.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,23
6/8/1997,17.6,14.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,24
6/9/1997,19.7,14.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,24
6/10/1997,20.1,16.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,24
6/11/1997,22.6,17.5,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,24
6/12/1997,23.6,17.5,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,24
6/13/1997,24.6,21.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,24
6/14/1997,25.1,23.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,24
6/15/1997,28,20.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,25
6/16/1997,26.5,17,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,25
6/17/1997,26.1,19.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,25
6/18/1997,26.1,23.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,25
6/19/1997,28.6,23.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,25
6/20/1997,27.6,21.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,25
6/21/1997,27.6,21.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,25
6/22/1997,27.1,23.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,26
6/23/1997,27.6,25.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,26
6/24/1997,29,22.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,26
6/25/1997,26.5,22.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,26
6/26/1997,29,22.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,26
6/27/1997,29.6,23.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,26
6/28/1997,29.6,22.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,26
6/29/1997,23.1,22.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,27
6/30/1997,24.6,23.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,6,27
7/1/1997,25.5,22.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,27
7/2/1997,26.5,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,27
7/3/1997,26.5,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,27
7/4/1997,28,24.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,27
7/5/1997,30,26.2,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,27
7/6/1997,30,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,28
7/7/1997,30,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,28
7/8/1997,25.5,23.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,28
7/9/1997,27.1,23.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,28
7/10/1997,27.1,23.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,28
7/11/1997,27.6,23.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,28
7/12/1997,25.5,19.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,28
7/13/1997,27.6,19,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,29
7/14/1997,28.6,20,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,29
7/15/1997,29.6,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,29
7/16/1997,28,26.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,29
7/17/1997,28.6,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,29
7/18/1997,29,24.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,29
7/19/1997,29,24.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,29
7/20/1997,29,24.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,30
7/21/1997,29.6,23.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,30
7/22/1997,29.6,23.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,30
7/23/1997,28.6,27.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,30
7/24/1997,28.6,24.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,30
7/25/1997,28.6,24.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,30
7/26/1997,25.5,23.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,30
7/27/1997,27.6,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,31
7/28/1997,28,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,31
7/29/1997,30,28.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,31
7/30/1997,30,24.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,31
7/31/1997,21.1,19,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,7,31
8/1/1997,20.6,19,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,31
8/2/1997,20.1,20.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,31
8/3/1997,28,20.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,32
8/4/1997,27.1,23.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,32
8/5/1997,29,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,32
8/6/1997,29.6,20.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,32
8/7/1997,29,20.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,32
8/8/1997,26.1,17,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,32
8/9/1997,25.1,19.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,32
8/10/1997,26.1,20.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,33
8/11/1997,26.1,20.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,33
8/12/1997,26.1,20.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,33
8/13/1997,27.6,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,33
8/14/1997,29.6,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,33
8/15/1997,30,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,33
8/16/1997,30,27.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,33
8/17/1997,30.5,26.2,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,34
8/18/1997,30,25.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,34
8/19/1997,NA,23.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,34
8/20/1997,30.5,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,34
8/21/1997,NA,22.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,34
8/22/1997,28,22.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,34
8/23/1997,28,21.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,34
8/24/1997,25.5,17,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,35
8/25/1997,28,17.5,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,35
8/26/1997,NA,17.5,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,35
8/27/1997,27.1,19.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,35
8/28/1997,25.1,20,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,35
8/29/1997,27.6,20,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,35
8/30/1997,29,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,35
8/31/1997,26.1,22.8,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,8,36
9/1/1997,27.6,21.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,36
9/2/1997,28,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,36
9/3/1997,27.6,21.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,36
9/4/1997,27.6,19,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,36
9/5/1997,22.6,11.3,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,36
9/6/1997,24.1,13.2,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,36
9/7/1997,24.1,13.7,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,37
9/8/1997,26.5,13.2,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,37
9/9/1997,27.1,18.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,37
9/10/1997,27.1,19.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,37
9/11/1997,27.1,20,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,37
9/12/1997,26.1,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,37
9/13/1997,27.1,21.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,37
9/14/1997,27.6,22.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,38
9/15/1997,24.6,21.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,38
9/16/1997,25.5,19,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,38
9/17/1997,25.5,20,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,38
9/18/1997,25.5,20,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,38
9/19/1997,27.1,18.5,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,38
9/20/1997,27.1,20.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,38
9/21/1997,27.6,20.9,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,39
9/22/1997,20.1,19,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,39
9/23/1997,22.6,19,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,39
9/24/1997,26.5,19.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,39
9/25/1997,21.6,20,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,39
9/26/1997,24.1,20,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,39
9/27/1997,24.1,20,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,39
9/28/1997,22.1,21.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,40
9/29/1997,24.6,21.4,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,40
9/30/1997,25.1,16.1,NA,NA,NA,NA,NA,"Air Temperatures - Southport COOP (Converted to NCSU BALD); Precipitation, Wind & Solar Radiation - NA",1997,9,40
